Exported Users from Wagner and his friends
ID | Username | Server Nickname
--------------------------------
1402781458187288628 | mister_wangy#0 | None
1394671050276737185 | zxyrw#0 | quit
1041794679106187394 | imnotverysigma#0 | None
662663571217580032 | o_ne_san#0 | None
1204944239264268319 | eyesttgg_tv#0 | None
1379696960625180823 | .007n7_.#0 | None
1367927767227699313 | fallujahiraqi#0 | None
1380864648869314681 | kalashnikovor#0 | None
772599815896432691 | dumxrg#0 | None
1399964453579133070 | _000l0.0#0 | None
1241874604880822363 | s_turn_#0 | None
1236739399568457758 | sansproclassiyt#0 | None
1308201338659934248 | biggestselfhaterlumity#0 | None
1368706355749326881 | officialzip.#0 | None
1379361473784053780 | im_not_the_one_talk_to#0 | None
1304992847795322890 | 144wh2qwer_13170#0 | None
1200936742165950584 | beanzz._.1#0 | None
1347585043488571513 | folecl#0 | None
1274883623438254132 | ._sillywillyv_.#0 | None
1373454562673033329 | quicckzalt#0 | None
1208531398957211691 | kux_rmv.mp4#0 | None
1373906236893823048 | soap_muncher_gt#0 | None
1342056674684436560 | schmooplez#0 | None
1297640166248153111 | official_oliver698#0 | None
1387852990144315473 | aliabdulla0842#0 | None
1278503014155550833 | therealuzidoorman.#0 | None
957766665003729066 | blazermusicx2c#0 | None
1340254376069173301 | randomguy08552#0 | None
908802663825670194 | n0tariz3d#0 | None
1405180672615780372 | burger_king1111#0 | None
1330704519906070651 | v3naci0us#0 | None
1106281899355291790 | ashgiogaming11#0 | None
1360244087550378205 | unchartedfort#0 | None
1370170471903137873 | fuck_nerds__#0 | None
1372656056005558404 | xxexpoxx._87249#0 | None
1239346866781421608 | prusak15135#0 | None
1096163127369932910 | duesikazer#0 | None
1221506460886765576 | ngmode241#0 | None
1366476156508962887 | lilfoe0790#0 | None
1202204499977175064 | east42069345#0 | East
1235119517223358556 | elijahzahim#0 | None
998605898626900018 | gorillavrqq#0 | None
915049799299002449 | coolguy_official#0 | None
1378101716272287785 | roblox_fan07835#0 | None
1221286703604564050 | mtuve34_01910#0 | None
1104633784197992548 | grey_tigers#0 | None
1352763280963403806 | lebonbon0823#0 | None
1351496679030788117 | republicofferrumnia#0 | None
1353131832459137119 | chloereal28#0 | None
1271006781463724103 | h3eavenn#0 | None
1090800856644976772 | jd4001_32633#0 | None
1396456406621622293 | c0zmicztarz#0 | None
1247100763109593123 | abbie_fox_chip#0 | None
1028814766384357439 | cool.dud_#0 | None
1403014632788066355 | lamyzamy_alt#0 | None
1217095335273435159 | lennard_105#0 | None
1329447307845963817 | leon4top#0 | None
1400847078464422061 | officerlimeissigma#0 | None
738052388123836507 | mhm_the_ape#0 | None
830177936140533781 | moopityboopityape#0 | None
1369166121839628308 | mr.n.9#0 | None
1358447141558812803 | muhammad.1310#0 | None
1154656423041564822 | georgefloydjr.#0 | None
1402975062751055882 | 38suspensions#0 | None
1360327623531692193 | nullnullnullnullnullnullnullx#0 | None
970149299272949760 | yunigabby7103382#0 | None
1231134401795194945 | nyannyanlathotep#0 | None
1350484417587445762 | pepsimanrootberoalt#0 | None
1253854381493714964 | progamer_11x#0 | None
1129049918804332676 | quositas#0 | None
1366967188623331359 | raafiutama#0 | None
1352742621482586132 | olegbebra3#0 | None
561271915285839881 | nexotheabsolutewarrior#0 | None
1382076250658701453 | rickensteinis#0 | None
1398602529297924136 | roach1480916#0 | None
1321163242961244342 | idk_sigma_rizz#0 | None
1262981032815366146 | thelazyygenius#0 | None
1325549035163090996 | ben_shadows#0 | None
1085836023646388244 | charizmaisawesome#0 | None
1386187638993715300 | smiggles8080#0 | None
1370866824031244368 | sp00ky_m00n#0 | None
948544516112150549 | support_black#0 | None
1403762826752819211 | _thyprince.#0 | None
1343480252374057062 | 16467_90191#0 | None
1064319404260737145 | typicalkemono#0 | None
1376243362574762056 | samule_sdf#0 | None
1124875695466745866 | xyro666#0 | None
1171564557760725092 | cheese_choker#0 | None
1111674700968509510 | thezippatron#0 | None
887723656308994119 | cloaker2753#0 | None
1142636922594934854 | tonk_no#0 | None
1144387445023064104 | livelovelaughyatta#0 | None
1377151700909162516 | starspangledspiker#0 | None
1405455860154503169 | homelesslogan#0 | ♡Mister Homelesslogan♡
1228126341375983697 | ace088878#0 | None
1237161796964450325 | nesay_spidey#0 | None
678334695116898310 | thebowmanater.#0 | None
1367927670012121160 | chechendudayev#0 | None
1264066710156214335 | karl.xi#0 | None
923687873222426694 | dbl54_05u#0 | None
1277490878746984479 | danley0428#0 | None
697061072099737611 | astralxdc#0 | None
1329652668062371912 | noxxydorman47#0 | None
1053177295516467252 | adriana_polishgamerorsmthlol#0 | None
1198320298961928218 | lilbunnypop#0 | None
1365156917953167360 | sirgooberus#0 | None
1276265757977612394 | benjahomi#0 | None
930194182667120760 | madobahx_.#0 | None
1179211779163836513 | graceyyy8097#0 | None
1374039351402434562 | dr_shadow0#0 | None
1137110565253292134 | akira_lunaris#0 | None
